ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
149,Student_149,1.5,59,90.7,A,Pass,66.52
150,Student_150,3.5,92,45.9,F,Pass,46.64
151,Student_151,9.2,83,69.3,D,Pass,60.019999999999996
152,Student_152,3.2,75,49.0,F,Pass,45.04
153,Student_153,2.3,90,59.5,F,Pass,54.16
154,Student_154,5.4,98,84.2,B,Pass,71.2
155,Student_155,9.9,52,68.6,D,Pass,53.53999999999999
156,Student_156,3.2,55,62.6,D,Pass,49.2
157,Student_157,7.0,54,69.99137749737118,D,Pass,54.19482649842271
158,Student_158,7.9,54,67.6,D,Pass,52.94
159,Student_159,3.1,96,87.1,B,Pass,72.08000000000001
160,Student_160,7.6,72,93.5,A,Pass,72.02
161,Student_161,4.3,98,97.3,A,Pass,78.83999999999999
162,Student_162,6.7,58,87.2,B,Pass,65.26
163,Student_163,6.7,84,58.9,F,Pass,53.480000000000004
164,Student_164,5.8,69,81.3,B,Pass,63.739999999999995
165,Student_165,1.8,98,66.3,D,Pass,59.739999999999995
166,Student_166,8.5,91,55.3,F,Pass,53.08
167,Student_167,3.9,84,90.5,A,Pass,71.88
168,Student_168,2.7,99,42.3,F,Pass,45.72
169,Student_169,1.4,67,94.1,A,Pass,70.14
170,Student_170,6.3,66,67.7,D,Pass,55.08
171,Student_171,7.1,73,78.2,C,Pass,62.940000000000005
172,Student_172,1.1,52,79.6,C,Pass,58.379999999999995
173,Student_173,5.6,81,93.7,A,Pass,73.54
174,Student_174,3.0,84,78.2,C,Pass,64.32
175,Student_175,6.8,87,69.99137749737118,D,Pass,60.7548264984227
176,Student_176,2.6,62,44.0,F,Pass,39.32
177,Student_177,7.2,96,69.99137749737118,D,Pass,62.634826498422704
178,Student_178,4.5,74,49.0,F,Pass,45.1
179,Student_179,9.4,58,84.2,B,Pass,64.0
180,Student_180,2.2,53,70.7,C,Pass,53.46
181,Student_181,4.1,63,80.8,B,Pass,61.9
182,Student_182,2.0,86,42.5,F,Pass,43.1
183,Student_183,9.3,83,45.1,F,Pass,45.519999999999996
184,Student_184,8.9,60,83.0,B,Pass,63.58
185,Student_185,3.3,90,44.3,F,Pass,45.239999999999995
186,Student_186,6.9,52,44.3,F,Pass,38.36
187,Student_187,8.4,77,40.7,F,Pass,41.5
188,Student_188,6.0,78,97.4,A,Pass,75.24
189,Student_189,5.8,58,84.3,B,Pass,63.339999999999996
190,Student_190,3.2,52,61.2,D,Pass,47.76
191,Student_191,1.8,74,57.8,F,Pass,49.84
192,Student_192,9.1,83,61.0,D,Pass,55.02
193,Student_193,9.1,61,86.5,B,Pass,65.91999999999999
194,Student_194,6.7,91,79.7,C,Pass,67.36
195,Student_195,4.1,58,51.1,F,Pass,43.080000000000005
196,Student_196,4.1,64,50.4,F,Pass,43.86
197,Student_197,7.5,89,45.9,F,Pass,46.84
198,Student_198,9.1,74,69.99137749737118,D,Pass,58.61482649842271
199,Student_199,9.0,54,85.9,B,Pass,64.14
200,Student_200,8.0,60,55.9,F,Pass,47.14
201,Student_201,6.8,83,41.3,F,Pass,42.739999999999995
202,Student_202,1.8,73,44.9,F,Pass,41.9
203,Student_203,2.5,64,98.1,A,Pass,72.16
204,Student_204,9.1,87,57.7,F,Pass,53.839999999999996
205,Student_205,6.5,57,86.2,B,Pass,64.42
206,Student_206,1.1,54,77.5,C,Pass,57.519999999999996
207,Student_207,1.9,97,62.9,D,Pass,57.52
208,Student_208,7.0,75,52.3,F,Pass,47.779999999999994
209,Student_209,1.0,67,47.3,F,Pass,41.980000000000004
210,Student_210,2.4,55,76.9,C,Pass,57.62
211,Student_211,5.9,86,86.5,B,Pass,70.28
212,Student_212,7.2,97,78.6,C,Pass,68.0
213,Student_213,6.9,62,71.8,C,Pass,56.86
214,Student_214,3.0,77,42.5,F,Pass,41.5
215,Student_215,7.4,54,98.1,A,Pass,71.14
216,Student_216,3.1,62,87.9,B,Pass,65.76
217,Student_217,3.9,66,57.6,F,Pass,48.540000000000006
218,Student_218,7.7,99,69.99137749737118,D,Pass,63.33482649842271
219,Student_219,6.8,89,76.1,C,Pass,64.82
220,Student_220,8.6,94,74.9,C,Pass,65.46000000000001
221,Student_221,6.9,81,84.9,B,Pass,68.52
222,Student_222,6.1,78,88.7,B,Pass,70.03999999999999
223,Student_223,1.8,100,79.4,C,Pass,68.0
224,Student_224,4.3,52,47.7,F,Pass,39.88
225,Student_225,3.4,89,60.3,D,Pass,54.660000000000004
226,Student_226,3.2,83,95.7,A,Pass,74.66000000000001
227,Student_227,9.8,89,53.5,F,Pass,51.86000000000001
228,Student_228,4.5,76,62.3,D,Pass,53.48
229,Student_229,9.0,62,65.9,D,Pass,53.739999999999995
230,Student_230,6.7,94,66.4,D,Pass,59.980000000000004
231,Student_231,8.2,82,76.8,C,Pass,64.12
232,Student_232,5.5,55,96.6,A,Pass,70.05999999999999
233,Student_233,6.2,73,54.4,F,Pass,48.480000000000004
234,Student_234,5.4,68,47.3,F,Pass,43.06
235,Student_235,2.8,65,69.99137749737118,D,Pass,55.554826498422706
236,Student_236,7.5,89,93.2,A,Pass,75.22
237,Student_237,3.5,77,78.7,C,Pass,63.32
238,Student_238,1.2,82,57.2,F,Pass,50.96
239,Student_239,6.8,97,89.0,B,Pass,74.16
240,Student_240,2.6,90,91.7,A,Pass,73.54
241,Student_241,9.5,62,90.8,A,Pass,68.78
242,Student_242,9.6,92,95.1,A,Pass,77.38
243,Student_243,9.2,94,55.1,F,Pass,53.7
244,Student_244,4.3,74,85.3,B,Pass,66.84
245,Student_245,1.1,91,67.6,D,Pass,58.97999999999999
246,Student_246,9.4,85,90.5,A,Pass,73.17999999999999
247,Student_247,4.9,76,83.7,B,Pass,66.4
248,Student_248,9.7,87,86.6,B,Pass,71.3
249,Student_249,9.7,56,79.4,C,Pass,60.78
250,Student_250,8.7,54,50.6,F,Pass,42.9
251,Student_251,3.7,92,72.7,C,Pass,62.76
252,Student_252,4.5,94,99.1,A,Pass,79.16
253,Student_253,8.7,100,96.2,A,Pass,79.46
254,Student_254,3.9,80,42.6,F,Pass,42.34
255,Student_255,2.5,72,49.9,F,Pass,44.839999999999996
256,Student_256,6.0,91,47.9,F,Pass,48.14
257,Student_257,9.4,59,83.6,B,Pass,63.839999999999996
258,Student_258,7.3,81,89.1,B,Pass,71.11999999999999
259,Student_259,6.1,92,52.8,F,Pass,51.3
260,Student_260,1.9,79,70.4,C,Pass,58.42000000000001
261,Student_261,6.5,88,90.4,A,Pass,73.14
262,Student_262,9.9,80,84.0,B,Pass,68.38000000000001
263,Student_263,2.3,67,72.5,C,Pass,57.36
264,Student_264,5.7,85,75.4,C,Pass,63.38
265,Student_265,8.9,51,70.5,C,Pass,54.28
266,Student_266,7.7,63,57.9,F,Pass,48.879999999999995
267,Student_267,7.3,62,73.9,C,Pass,58.2
268,Student_268,7.3,78,81.3,B,Pass,65.83999999999999
269,Student_269,4.2,61,92.4,A,Pass,68.48
270,Student_270,3.6,88,78.2,C,Pass,65.24000000000001
271,Student_271,8.3,51,85.7,B,Pass,63.28
272,Student_272,8.3,81,49.6,F,Pass,47.61999999999999
273,Student_273,8.8,62,67.7,D,Pass,54.779999999999994
274,Student_274,9.2,95,40.6,F,Pass,45.2
275,Student_275,5.6,76,54.8,F,Pass,49.199999999999996
276,Student_276,5.5,98,83.6,B,Pass,70.85999999999999
277,Student_277,8.2,90,99.5,A,Pass,79.33999999999999
278,Student_278,6.8,66,46.0,F,Pass,42.16
279,Student_279,7.3,89,64.1,D,Pass,57.71999999999999
280,Student_280,8.2,80,88.0,B,Pass,70.44
281,Student_281,9.0,83,52.2,F,Pass,49.72
282,Student_282,4.0,73,73.3,C,Pass,59.379999999999995
283,Student_283,4.4,94,84.0,B,Pass,70.08
284,Student_284,1.8,84,77.0,C,Pass,63.36
285,Student_285,6.2,97,51.3,F,Pass,51.42
286,Student_286,1.3,55,61.3,D,Pass,48.03999999999999
287,Student_287,5.2,68,87.0,B,Pass,66.84
288,Student_288,5.9,79,73.3,C,Pass,60.96
289,Student_289,3.6,56,40.3,F,Pass,36.099999999999994
290,Student_290,6.3,59,85.7,B,Pass,64.48
291,Student_291,1.3,90,42.1,F,Pass,43.52
292,Student_292,1.3,81,84.7,B,Pass,67.28
293,Student_293,8.4,83,52.1,F,Pass,49.54
294,Student_294,4.2,77,97.5,A,Pass,74.74000000000001
295,Student_295,2.1,64,62.1,D,Pass,50.480000000000004
296,Student_296,5.7,79,59.6,F,Pass,52.7
297,Student_297,7.9,86,48.9,F,Pass,48.11999999999999
298,Student_298,2.9,78,58.3,F,Pass,51.16
299,Student_299,6.6,71,92.6,A,Pass,71.07999999999998
300,Student_300,1.8,53,99.8,A,Pass,70.83999999999999
301,Student_301,1.5,69,62.1,D,Pass,51.36
302,Student_302,5.8,81,66.9,D,Pass,57.5
303,Student_303,5.9,85,83.3,B,Pass,68.16
304,Student_304,6.7,99,93.2,A,Pass,77.06
305,Student_305,7.5,53,75.6,C,Pass,57.459999999999994
306,Student_306,9.8,76,63.5,D,Pass,55.260000000000005
307,Student_307,5.6,66,64.8,D,Pass,53.199999999999996
308,Student_308,3.9,61,81.7,B,Pass,62.00000000000001
309,Student_309,8.2,71,40.2,F,Pass,39.96
310,Student_310,3.4,66,77.2,C,Pass,60.2
311,Student_311,5.0,59,61.3,D,Pass,49.58
312,Student_312,1.7,50,87.7,B,Pass,62.96
313,Student_313,1.2,71,45.6,F,Pass,41.800000000000004
314,Student_314,9.7,75,75.3,C,Pass,62.12
315,Student_315,8.5,67,68.9,D,Pass,56.440000000000005
316,Student_316,7.3,99,78.5,C,Pass,68.36
317,Student_317,4.7,63,43.9,F,Pass,39.879999999999995
318,Student_318,2.6,96,74.8,C,Pass,64.6
319,Student_319,2.4,78,73.7,C,Pass,60.3
320,Student_320,3.3,61,73.6,C,Pass,57.019999999999996
321,Student_321,5.9,85,76.2,C,Pass,63.9
322,Student_322,7.4,84,80.6,B,Pass,66.64
323,Student_323,6.9,61,88.3,B,Pass,66.55999999999999
324,Student_324,3.5,56,56.2,F,Pass,45.620000000000005
325,Student_325,9.6,78,89.5,B,Pass,71.22
326,Student_326,7.6,60,69.9,D,Pass,55.46000000000001
327,Student_327,6.0,82,44.6,F,Pass,44.36000000000001
328,Student_328,6.5,55,43.5,F,Pass,38.39999999999999
329,Student_329,4.8,96,60.1,D,Pass,56.220000000000006
330,Student_330,3.2,64,87.1,B,Pass,65.7
331,Student_331,4.2,81,82.5,B,Pass,66.54
332,Student_332,7.8,100,87.3,B,Pass,73.94
333,Student_333,1.1,60,71.0,C,Pass,54.82
334,Student_334,2.0,72,66.4,D,Pass,54.64
335,Student_335,1.4,75,48.8,F,Pass,44.56
336,Student_336,1.4,83,59.7,F,Pass,52.7
337,Student_337,8.7,95,66.0,D,Pass,60.34
338,Student_338,7.3,83,45.3,F,Pass,45.24
339,Student_339,5.3,78,53.2,F,Pass,48.580000000000005
340,Student_340,1.9,53,75.9,C,Pass,56.52
341,Student_341,5.4,66,84.1,B,Pass,64.74
342,Student_342,5.3,84,99.9,A,Pass,77.8
343,Student_343,2.6,62,96.0,A,Pass,70.52
344,Student_344,4.9,90,78.6,C,Pass,66.14
345,Student_345,4.6,88,65.3,D,Pass,57.7
346,Student_346,6.5,64,78.2,C,Pass,61.019999999999996
347,Student_347,6.7,78,87.1,B,Pass,69.2
348,Student_348,1.4,78,47.1,F,Pass,44.14
349,Student_349,4.4,60,64.6,D,Pass,51.64
350,Student_350,6.6,81,90.4,A,Pass,71.75999999999999
351,Student_351,5.5,51,63.0,D,Pass,49.1
352,Student_352,8.7,96,74.3,C,Pass,65.52
353,Student_353,6.9,63,75.3,C,Pass,59.160000000000004
354,Student_354,2.5,69,51.1,F,Pass,44.96
355,Student_355,1.6,71,61.7,D,Pass,51.540000000000006
356,Student_356,6.8,60,60.1,D,Pass,49.42
357,Student_357,1.2,76,41.6,F,Pass,40.400000000000006
358,Student_358,6.3,52,41.5,F,Pass,36.559999999999995
359,Student_359,9.5,66,89.9,B,Pass,69.04
360,Student_360,6.2,93,56.4,F,Pass,53.68
361,Student_361,4.5,77,71.1,C,Pass,58.959999999999994
362,Student_362,6.8,78,57.9,F,Pass,51.699999999999996
363,Student_363,5.1,70,96.4,A,Pass,72.86
364,Student_364,5.9,96,55.6,F,Pass,53.74
365,Student_365,9.5,65,65.8,D,Pass,54.379999999999995
366,Student_366,4.5,86,92.4,A,Pass,73.54
367,Student_367,9.7,69,90.5,A,Pass,70.03999999999999
368,Student_368,9.1,55,51.2,F,Pass,43.54
369,Student_369,2.8,68,88.2,B,Pass,67.08000000000001
370,Student_370,1.6,54,67.5,D,Pass,51.62
371,Student_371,1.9,52,69.0,D,Pass,52.18
372,Student_372,1.2,50,48.0,F,Pass,39.04
373,Student_373,1.8,87,44.8,F,Pass,44.64
374,Student_374,7.1,64,83.7,B,Pass,64.44
375,Student_375,1.6,83,69.8,D,Pass,58.8
376,Student_376,3.9,84,66.2,D,Pass,57.3
377,Student_377,8.6,98,83.8,B,Pass,71.6
378,Student_378,1.2,74,85.9,B,Pass,66.58
379,Student_379,8.3,73,49.5,F,Pass,45.959999999999994
380,Student_380,3.5,61,76.6,C,Pass,58.86
381,Student_381,2.1,67,48.1,F,Pass,42.68
382,Student_382,7.3,64,85.1,B,Pass,65.32
383,Student_383,6.7,93,79.4,C,Pass,67.58000000000001
384,Student_384,8.9,65,97.4,A,Pass,73.22
385,Student_385,7.6,76,44.1,F,Pass,43.18000000000001
386,Student_386,8.2,57,43.4,F,Pass,39.08
387,Student_387,3.5,95,56.9,F,Pass,53.84
388,Student_388,2.6,74,55.7,F,Pass,48.74
389,Student_389,7.8,66,54.8,F,Pass,47.64
390,Student_390,8.3,78,94.4,A,Pass,73.9
391,Student_391,9.9,57,55.0,F,Pass,46.379999999999995
392,Student_392,4.7,64,56.3,F,Pass,47.519999999999996
393,Student_393,4.3,76,85.6,B,Pass,67.41999999999999
394,Student_394,8.0,95,67.0,D,Pass,60.8
395,Student_395,4.1,99,86.6,B,Pass,72.57999999999998
396,Student_396,9.4,56,43.9,F,Pass,39.42
397,Student_397,8.7,52,69.3,D,Pass,53.72
398,Student_398,4.9,78,42.0,F,Pass,41.779999999999994
399,Student_399,7.8,93,43.8,F,Pass,46.44
400,Student_400,7.8,73,94.4,A,Pass,72.80000000000001
401,Student_401,1.9,52,69.99137749737118,D,Pass,52.774826498422705
402,Student_402,9.1,69,71.9,C,Pass,58.76
403,Student_403,5.5,95,64.7,D,Pass,58.92
404,Student_404,8.4,64,60.8,D,Pass,50.96
405,Student_405,3.9,74,94.0,A,Pass,71.98
406,Student_406,9.1,79,41.3,F,Pass,42.4
407,Student_407,4.5,63,79.8,C,Pass,61.379999999999995
408,Student_408,1.1,56,97.8,A,Pass,70.1
409,Student_409,9.1,66,73.6,C,Pass,59.18
410,Student_410,1.8,93,96.2,A,Pass,76.67999999999999
411,Student_411,3.9,69,43.1,F,Pass,40.44
412,Student_412,9.6,85,65.1,D,Pass,57.98
413,Student_413,9.6,58,55.6,F,Pass,46.88
414,Student_414,6.2,87,83.8,B,Pass,68.91999999999999
415,Student_415,6.7,97,98.9,A,Pass,80.08000000000001
416,Student_416,5.0,71,55.4,F,Pass,48.44
417,Student_417,3.6,51,79.3,C,Pass,58.5
418,Student_418,4.0,73,51.9,F,Pass,46.53999999999999
419,Student_419,7.1,57,73.9,C,Pass,57.160000000000004
420,Student_420,7.8,60,67.8,D,Pass,54.24
421,Student_421,8.1,62,69.99137749737118,D,Pass,56.0148264984227
422,Student_422,8.1,66,76.5,C,Pass,60.72
423,Student_423,1.8,57,61.0,D,Pass,48.36
424,Student_424,5.4,70,46.8,F,Pass,43.16
425,Student_425,1.5,67,49.1,F,Pass,43.16
426,Student_426,5.9,79,53.5,F,Pass,49.080000000000005
427,Student_427,5.0,67,55.1,F,Pass,47.46
428,Student_428,9.0,95,69.99137749737118,D,Pass,62.7948264984227
429,Student_429,4.2,96,73.7,C,Pass,64.26
430,Student_430,2.1,80,71.4,C,Pass,59.260000000000005
431,Student_431,2.3,87,46.9,F,Pass,46.0
432,Student_432,7.9,81,91.6,A,Pass,72.74
433,Student_433,6.6,60,83.4,B,Pass,63.36
434,Student_434,1.9,94,44.1,F,Pass,45.64000000000001
435,Student_435,1.8,74,82.5,B,Pass,64.66
436,Student_436,7.3,82,72.6,C,Pass,61.419999999999995
437,Student_437,1.7,87,44.9,F,Pass,44.68000000000001
438,Student_438,8.4,90,67.5,D,Pass,60.18
439,Student_439,7.4,57,69.1,D,Pass,54.33999999999999
440,Student_440,1.7,60,49.9,F,Pass,42.28
441,Student_441,1.8,71,96.7,A,Pass,72.58
442,Student_442,9.9,100,91.0,A,Pass,76.58
443,Student_443,4.4,73,80.1,B,Pass,63.54
444,Student_444,4.3,90,67.7,D,Pass,59.48
445,Student_445,8.3,66,64.7,D,Pass,53.68000000000001
446,Student_446,9.5,61,79.1,C,Pass,61.559999999999995
447,Student_447,9.9,95,72.7,C,Pass,64.6
448,Student_448,7.8,81,43.7,F,Pass,43.980000000000004
449,Student_449,4.4,64,70.8,C,Pass,56.160000000000004
450,Student_450,1.8,65,88.4,B,Pass,66.39999999999999
451,Student_451,8.0,71,67.6,D,Pass,56.36
452,Student_452,6.0,77,69.99137749737118,D,Pass,58.594826498422705
453,Student_453,4.8,69,87.2,B,Pass,67.08
454,Student_454,9.2,82,52.1,F,Pass,49.5
455,Student_455,2.0,59,55.5,F,Pass,45.49999999999999
456,Student_456,5.4,89,49.9,F,Pass,48.81999999999999
457,Student_457,1.1,81,59.8,F,Pass,52.3
458,Student_458,5.2,99,85.4,B,Pass,72.08000000000001
459,Student_459,1.5,82,71.2,C,Pass,59.42
460,Student_460,2.1,51,52.3,F,Pass,42.0
461,Student_461,2.1,82,92.7,A,Pass,72.44
462,Student_462,6.8,82,92.8,A,Pass,73.44
463,Student_463,7.7,90,92.2,A,Pass,74.86
464,Student_464,6.3,62,54.3,F,Pass,46.239999999999995
465,Student_465,9.7,79,67.1,D,Pass,58.0
466,Student_466,4.4,82,99.1,A,Pass,76.74
467,Student_467,3.6,62,86.3,B,Pass,64.89999999999999
468,Student_468,8.8,75,41.6,F,Pass,41.72
469,Student_469,3.0,71,43.9,F,Pass,41.14
470,Student_470,9.7,88,67.8,D,Pass,60.22
471,Student_471,1.1,51,69.99137749737118,D,Pass,52.414826498422705
472,Student_472,9.7,87,72.3,C,Pass,62.72
473,Student_473,1.4,88,69.9,D,Pass,59.82000000000001
474,Student_474,9.0,75,46.3,F,Pass,44.58
475,Student_475,5.7,95,79.4,C,Pass,67.78
476,Student_476,9.9,99,89.3,B,Pass,75.36
477,Student_477,1.7,64,62.8,D,Pass,50.82000000000001
478,Student_478,6.0,83,86.5,B,Pass,69.7
479,Student_479,9.7,91,97.9,A,Pass,78.88
480,Student_480,5.7,93,52.2,F,Pass,51.06
481,Student_481,6.7,98,71.4,C,Pass,63.78000000000001
482,Student_482,7.3,89,57.2,F,Pass,53.580000000000005
483,Student_483,5.1,60,87.6,B,Pass,65.58
484,Student_484,6.6,52,74.7,C,Pass,56.54
485,Student_485,6.3,55,78.1,C,Pass,59.11999999999999
